電柱番号,設置付近住所,町会名,管理番号,緯度,経度
安良町308,堀米町9000,堀米町(七区),070-011,36.32407085,139.5860374
久保140,堀米町106,堀米町(横手),071-001,36.32150062,139.5856115
久保111,堀米町108,堀米町(横手),071-002,36.32113451,139.584734
久保363,堀米町117-2,堀米町(横手),071-005,36.31971825,139.5853455
久保417A,,堀米町(横手),071-010,36.32114057,139.584573
久保112,堀米町133,堀米町(横手),071-011,36.32147803,139.5847138
久保163,堀米町80-2,堀米町(横手),071-012,36.32078457,139.5864417
久保164,堀米町80-4,堀米町(横手),071-013,36.32081045,139.5860993
久保173,堀米町84,堀米町(横手),071-014,36.32027736,139.5854127
久保189,堀米町84,堀米町(横手),071-015,36.32073041,139.585359
久保139,堀米町84-2,堀米町(横手),071-016,36.32071038,139.585693
久保114,堀米町98,堀米町(横手),071-018,36.32181606,139.5846979
久保140,堀米町89,堀米町（横手）,071-019,36.32146698,139.5852512
内堀米005,堀米町1107,堀米町(内堀米),072-029,36.32314446,139.581857
内堀米136,堀米町1108,堀米町(内堀米),072-031,36.32332163,139.5809921
内堀米055,堀米町202,堀米町(内堀米),072-058,36.32220544,139.5841068
朱雀052,堀米町1535,堀米町(朱雀),073-055,36.32301737,139.5758847
天神304,堀米町1645,堀米町(朱雀),073-065,36.32290257,139.5729411
朱雀062,堀米町1720,堀米町(朱雀),073-074,36.32410886,139.5723738
堀米西170,堀米町2549-3,堀米町(菊川),074-012,36.32363378,139.5681081
堀米西108,堀米町2573-1,堀米町(菊川),074-014,36.32407651,139.5665401
堀米西192,堀米町2618,堀米町(菊川),074-016,36.32333491,139.5643517
堀米西195,堀米町2621-7,堀米町(菊川),074-017,36.32345152,139.563506
堀米西559A,堀米町2691,堀米町(菊川),074-018,36.3226824,139.5620058
堀米西131,堀米町2707,堀米町(菊川),074-019,36.32404812,139.5623734
堀米西562A,堀米町2950,堀米町(菊川),074-027,36.3226865,139.560717
花岡478,堀米町3858-4,堀米町(菊川),074-086,36.32162722,139.5613034
花岡489,堀米町3851-5,堀米町（菊川）,074-087,36.32113588,139.5628661
花岡318,堀米町3858-4,堀米町（菊川）,074-088,36.32119165,139.5601649
並木837,並木町964,並木町(堀之内),078-028,36.32341466,139.5507127
並木004,並木町1054,並木町(小野茂木),079-001,36.32115194,139.5456182
並木314,並木町1073,並木町(小野茂木),079-002,36.32290624,139.5457206
並木122,並木町1085,並木町(小野茂木),079-003,36.3216164,139.5456706
並木006,並木町1092,並木町(小野茂木),079-004,36.32139727,139.5463333
並木121,並木町1092,並木町(小野茂木),079-005,36.32168857,139.546412
並木301,並木町1096,並木町(小野茂木),079-006,36.32275375,139.5462497
並木323,並木町1096-1,並木町(小野茂木),079-007,36.32229189,139.5457781
並木009,並木町1098,並木町(小野茂木),079-008,36.32269325,139.5467633
並木008,並木町1098,並木町(小野茂木),079-009,36.32227715,139.5465833
並木007,並木町1099,並木町(小野茂木),079-010,36.32197301,139.5464869
並木202,並木町1122,並木町(小野茂木),079-011,36.32091366,139.5469397
並木203,並木町1125,並木町(小野茂木),079-012,36.32089372,139.547458
並木206,並木町1139-4,並木町(小野茂木),079-013,36.3208259,139.548423
花岡067,並木町1139-4,並木町(小野茂木),079-014,36.32080732,139.5491729
花岡151,並木町1501-3,並木町(小野茂木),079-015,36.31709764,139.5466625
並木230,並木町1509,並木町(小野茂木),079-016,36.31742567,139.5447787
並木240,並木町1538,並木町(小野茂木),079-017,36.32059287,139.5461043
並木229,並木町1552-3,並木町(小野茂木),079-018,36.31790258,139.5444609
並木002,並木町1556,並木町(小野茂木),079-019,36.32120727,139.5450198
並木218,並木町1558,並木町(小野茂木),079-020,36.32011874,139.5457385
並木219,並木町1559,並木町(小野茂木),079-021,36.3197838,139.5455793
並木222,並木町1565,並木町(小野茂木),079-022,36.31947128,139.5453325
並木224,並木町1573,並木町(小野茂木),079-023,36.31919886,139.544715
並木223,並木町1576,並木町(小野茂木),079-024,36.31906718,139.5451594
並木232,並木町1576,並木町(小野茂木),079-025,36.31885049,139.5445883
並木225,並木町1577,並木町(小野茂木),079-026,36.31869804,139.54502
並木005,並木町1584,並木町(小野茂木),079-027,36.32107196,139.5461684
並木227,並木町1588,並木町(小野茂木),079-028,36.31815338,139.5449358
並木207,並木町1620-4,並木町(小野茂木),079-029,36.31713568,139.5448325
並木239,並木町1624,並木町(小野茂木),079-030,36.31681519,139.5437874
花岡149,並木町1679-3,並木町(小野茂木),079-031,36.31707157,139.5478599
並木239,並木町1620,並木町（小野茂木）,079-032,36.31648381,139.5434999
花岡057,並木町1149,並木町(大門),080-001,36.32077796,139.550207
花岡048,並木町1156-1,並木町(大門),080-002,36.32080738,139.5509845
花岡610,並木町1156-1,並木町(大門),080-003,36.32098318,139.5515444
花岡613,並木町1159,並木町(大門),080-004,36.32159062,139.5508863
花岡655,並木町1164-2,並木町(大門),080-005,36.32170978,139.5502445
花岡623,並木町1164-3,並木町(大門),080-006,36.32184697,139.5507844
花岡624,並木町1180,並木町(大門),080-007,36.32218613,139.5507866
花岡615,並木町1185-5,並木町(大門),080-008,36.321484,139.5516866
花岡619,並木町1188-4,並木町(大門),080-009,36.32242395,139.5524978
花岡609,並木町1193-4,並木町(大門),080-010,36.32150651,139.5526354
花岡618,並木町1195,並木町(大門),080-011,36.32207121,139.5525068
花岡638,並木町1197,並木町(大門),080-012,36.32181225,139.551884
花岡607,並木町1198-3,並木町(大門),080-013,36.32102069,139.5517781
花岡608,並木町1199,並木町(大門),080-014,36.32123124,139.5521693
花岡605,並木町1201,並木町(大門),080-015,36.32102154,139.5526779
花岡604,並木町1205,並木町(大門),080-016,36.32093375,139.5522916
花岡606,並木町1214,並木町(大門),080-017,36.32098631,139.5530643
花岡632,並木町1217,並木町(大門),080-018,36.32096573,139.5538226
花岡072,並木町1346,並木町(大門),080-019,36.32020996,139.5518006
花岡620,並木町879,並木町(大門),080-020,36.32188786,139.5531443
花岡668,並木町880,並木町(大門),080-021,36.32191954,139.5538192
花岡436,並木町890,並木町(大門),080-022,36.32250986,139.5593821
花岡461,並木町3190-4,並木町（大門）,080-023,36.32093555,139.5585715
花岡439,並木町890-3,並木町（大門）,080-024,36.32253346,139.5584699
花岡041,並木町1364,並木町(花岡),081-001,36.31888318,139.5518317
花岡071,並木町1365,並木町(花岡),081-002,36.31839816,139.5518529
花岡753,並木町1683,並木町(花岡),081-003,36.31687688,139.5492895
花岡141,並木町1685-5,並木町(花岡),081-004,36.31695858,139.5487423
花岡118,並木町1725,並木町(花岡),081-005,36.31629667,139.5504819
花岡117,並木町1725,並木町(花岡),081-006,36.31639916,139.5502995
花岡174,並木町1740-3,並木町(花岡),081-007,36.31619199,139.5511494
花岡125,並木町1747-5,並木町(花岡),081-008,36.31622677,139.5517955
花岡033,並木町1759,並木町(花岡),081-009,36.31673169,139.5531115
花岡209,並木町1763,並木町(花岡),081-010,36.31759666,139.5523518
花岡220,並木町1764-3,並木町(花岡),081-011,36.31688532,139.5527479
花岡070,並木町1765,並木町(花岡),081-012,36.31676806,139.5526343
花岡034,並木町1773,並木町(花岡),081-013,36.31676088,139.5524144
花岡036,並木町1774,並木町(花岡),081-014,36.31680528,139.5519032
花岡035,並木町1774,並木町(花岡),081-015,36.3167317,139.5519247
花岡084,並木町1776,並木町(花岡),081-016,36.31713359,139.5518932
花岡037,並木町1777,並木町(花岡),081-017,36.31741022,139.5519054
花岡114,並木町1783,並木町(花岡),081-018,36.31666748,139.5513716
花岡115,並木町1793-1,並木町(花岡),081-019,36.31656753,139.5507597
花岡159,並木町1794,並木町(花岡),081-020,36.31661498,139.5510466
花岡116,並木町1795,並木町(花岡),081-021,36.3168728,139.5507255
花岡117,並木町1801,並木町(花岡),081-022,36.31653501,139.5505755
花岡119,並木町1802,並木町(花岡),081-023,36.31642866,139.5500033
花岡039,並木町1825,並木町(花岡),081-024,36.31788686,139.5518882
花岡038,並木町1825,並木町(花岡),081-025,36.3176608,139.5518782
花岡032,並木町1844,並木町(花岡),081-026,36.31668009,139.5535143
花岡031,並木町1848,並木町(花岡),081-027,36.31671925,139.5540742
花岡073,並木町1848,並木町(花岡),081-028,36.3166992,139.5538617
花岡073,並木町1856,並木町(花岡),081-029,36.31716473,139.554103
花岡029,並木町1859,並木町(花岡),081-030,36.31676345,139.5549403
花岡028,並木町1862,並木町(花岡),081-031,36.31678533,139.5555118
花岡218,並木町1259,並木町(田中),082-001,36.31813941,139.5564068
花岡277,並木町1259,並木町(田中),082-002,36.31823834,139.5569789
花岡278,並木町1306,並木町(田中),082-003,36.3183619,139.5561229
花岡214,並木町1863,並木町(田中),082-004,36.31704953,139.5556818
花岡223,並木町1866-2,並木町(田中),082-005,36.31758973,139.5559843
花岡215,並木町1866-2,並木町(田中),082-006,36.317342,139.5558393
花岡280,並木町1887,並木町(田中),082-007,36.31913568,139.5561367
花岡217,並木町1888,並木町(田中),082-008,36.31776916,139.5560943
花岡263,並木町1906,並木町(田中),082-009,36.31729365,139.5563265
花岡263,並木町1908-1,並木町(田中),082-010,36.31738199,139.5560238
花岡216,並木町1911,並木町(田中),082-011,36.31716841,139.5560718
花岡207,並木町1912-2,並木町(田中),082-012,36.31695284,139.5560005
花岡027,並木町1912-2,並木町(田中),082-013,36.31673287,139.5559363
免鳥249,並木町1651-2,免鳥町(新田),083-001,36.31470546,139.5475948
免鳥291,並木町1694,免鳥町(新田),083-002,36.31572594,139.5488657
免鳥282,並木町1712-3,免鳥町(新田),083-003,36.31515102,139.5499699
免鳥281,並木町1712-3,免鳥町(新田),083-004,36.31542288,139.5501359
免鳥166,免鳥町104-1,免鳥町(新田),083-005,36.31032236,139.5526074
大橋505,免鳥町111-11,免鳥町(新田),083-006,36.31188996,139.5522649
大橋504,免鳥町111-2,免鳥町(新田),083-007,36.31222244,139.5523042
大橋416,免鳥町130-1,免鳥町(新田),083-008,36.31342394,139.5526947
大橋432,免鳥町142-3,免鳥町(新田),083-009,36.31478027,139.5536168
大橋445,免鳥町147-1,免鳥町(新田),083-010,36.31481221,139.5545971
免鳥283,免鳥町1712,免鳥町(新田),083-011,36.31502267,139.5492835
免鳥283,免鳥町1712-3,免鳥町(新田),083-012,36.31509266,139.5496082
免鳥151,免鳥町174,免鳥町(新田),083-013,36.31468551,139.5515322
免鳥131,免鳥町188,免鳥町(新田),083-014,36.31362229,139.5519181
大橋509,免鳥町197-1,免鳥町(新田),083-015,36.31190804,139.5516793
免鳥123,免鳥町206-1,免鳥町(新田),083-016,36.31171964,139.5501361
大橋511,免鳥町207-1,免鳥町(新田),083-017,36.31219716,139.5509082
免鳥190,免鳥町295,免鳥町(新田),083-018,36.31169973,139.5527031
大橋502,免鳥町295,免鳥町(新田),083-019,36.31279073,139.5526659
花岡162,免鳥町348,免鳥町(新田),083-020,36.31631202,139.5532479
花岡163,免鳥町359-1,免鳥町(新田),083-021,36.31611039,139.5531295
大橋428,免鳥町384-1,免鳥町(新田),083-022,36.31478631,139.5526955
免鳥153,免鳥町386,免鳥町(新田),083-023,36.31419944,139.5519448
免鳥001,免鳥町393,免鳥町(新田),083-024,36.31524567,139.5507009
免鳥002,免鳥町397,免鳥町(新田),083-025,36.31462856,139.550772
免鳥003,免鳥町404-2,免鳥町(新田),083-026,36.31427605,139.5507993
免鳥202,免鳥町413-2,免鳥町(新田),083-027,36.31414829,139.5496772
免鳥203,免鳥町418,免鳥町(新田),083-028,36.31422772,139.5491207
免鳥206,免鳥町419-2,免鳥町(新田),083-029,36.31429882,139.5486974
免鳥271,免鳥町425-9,免鳥町(新田),083-030,36.31383688,139.5481895
免鳥217,免鳥町430-2,免鳥町(新田),083-031,36.31341805,139.5484876
免鳥261,免鳥町430-7,免鳥町(新田),083-032,36.3137728,139.5484908
免鳥205,免鳥町439,免鳥町(新田),083-033,36.31345118,139.5490783
免鳥296,免鳥町448-2,免鳥町(新田),083-034,36.31340977,139.5498975
免鳥201,免鳥町450,免鳥町(新田),083-035,36.3139753,139.5500785
免鳥105,免鳥町475,免鳥町(新田),083-036,36.3121924,139.5495858
免鳥104,免鳥町479,免鳥町(新田),083-037,36.31252289,139.5499625
免鳥007,免鳥町484,免鳥町(新田),083-038,36.3129365,139.5502333
免鳥005,免鳥町487,免鳥町(新田),083-039,36.31330202,139.5504457
免鳥004,免鳥町490,免鳥町(新田),083-040,36.31388305,139.550707
免鳥101,免鳥町490-1,免鳥町(新田),083-041,36.31381945,139.5510996
免鳥130,免鳥町492-1,免鳥町(新田),083-042,36.31371474,139.5514523
免鳥229,並木町1045,免鳥町(市街道),084-001,36.31495669,139.5432375
免鳥247,並木町1607,免鳥町(市街道),084-002,36.31484201,139.5439652
免鳥235,並木町1608-4,免鳥町(市街道),084-003,36.31467313,139.5447563
免鳥248,並木町1651-2,免鳥町(市街道),084-004,36.31462961,139.5472361
免鳥239,並木町1655-1,免鳥町(市街道),084-005,36.31457183,139.5457673
免鳥246,並木町1657,免鳥町(市街道),084-006,36.31458963,139.5466101
免鳥021,免鳥町1010-1,免鳥町(市街道),084-007,36.31338269,139.5436026
免鳥301,免鳥町1010-11,免鳥町(市街道),084-008,36.31279892,139.5438551
免鳥023,免鳥町1010-3,免鳥町(市街道),084-009,36.31281777,139.5434162
免鳥328,免鳥町1014-1,免鳥町(市街道),084-010,36.31278108,139.544155
免鳥118,免鳥町1017,免鳥町(市街道),084-011,36.3126789,139.5446128
免鳥227,免鳥町1026,免鳥町(市街道),084-012,36.31389103,139.543274
免鳥277,免鳥町1028-5,免鳥町(市街道),084-013,36.31405928,139.5440111
免鳥273,免鳥町1031,免鳥町(市街道),084-014,36.31401935,139.5447953
免鳥228,免鳥町1039-1,免鳥町(市街道),084-015,36.31432342,139.5432603
免鳥236,免鳥町1608-4,免鳥町(市街道),084-016,36.31463677,139.5449613
免鳥170,免鳥町530,免鳥町(市街道),084-017,36.31199263,139.5456786
免鳥175,免鳥町542,免鳥町(市街道),084-018,36.31154073,139.5475576
免鳥171,免鳥町542,免鳥町(市街道),084-019,36.31184794,139.5479987
免鳥172,免鳥町548-2,免鳥町(市街道),084-020,36.31196788,139.5463311
免鳥148,免鳥町561,免鳥町(市街道),084-021,36.31252648,139.5476076
免鳥159,免鳥町840,免鳥町(市街道),084-022,36.31192567,139.5471449
免鳥174,免鳥町848,免鳥町(市街道),084-023,36.31254113,139.5463502
免鳥158,免鳥町852,免鳥町(市街道),084-024,36.3119363,139.5475585
免鳥210,免鳥町862-5,免鳥町(市街道),084-025,36.31345551,139.54757
免鳥013,免鳥町862-5,免鳥町(市街道),084-026,36.313122,139.5475898
免鳥709A,免鳥町868,免鳥町(市街道),084-027,36.31307366,139.5464849
免鳥219,免鳥町868-1,免鳥町(市街道),084-028,36.31341111,139.546831
免鳥223,免鳥町873,免鳥町(市街道),084-029,36.31375854,139.5462976
免鳥218,免鳥町873,免鳥町(市街道),084-030,36.31379523,139.5458913
免鳥220,免鳥町875-7,免鳥町(市街道),084-031,36.3138394,139.5467938
免鳥214,免鳥町876-5,免鳥町(市街道),084-032,36.31434129,139.5465184
免鳥255,免鳥町877-2,免鳥町(市街道),084-033,36.3144885,139.5469826
免鳥256,免鳥町877-2,免鳥町(市街道),084-034,36.31432438,139.5469825
免鳥016,免鳥町891,免鳥町(市街道),084-035,36.31326607,139.5458063
免鳥124,免鳥町898-3,免鳥町(市街道),084-036,36.31302722,139.5455399
免鳥128,免鳥町900-1,免鳥町(市街道),084-037,36.31253893,139.5456228
免鳥345,免鳥町980-7,免鳥町(市街道),084-038,36.3108357,139.5439774
免鳥336,免鳥町987-2,免鳥町(市街道),084-039,36.31152903,139.5450512
免鳥119,免鳥町990-2,免鳥町(市街道),084-040,36.31254113,139.5449253
免鳥168,免鳥町990-3,免鳥町(市街道),084-041,36.31215286,139.5451878
免鳥303,免鳥町993-2,免鳥町(市街道),084-042,36.31163064,139.5445812
免鳥024,足利市寺岡町1374-5,免鳥町(市街道),084-043,36.31243059,139.5433787
免鳥055,免鳥町175,免鳥町(免鳥),085-001,36.30557441,139.5504864
免鳥507,免鳥町292-1,免鳥町(免鳥),085-002,36.30502356,139.5485563
免鳥344,免鳥町326,免鳥町(免鳥),085-003,36.30919592,139.5443839
大橋南240,免鳥町45-1,免鳥町(免鳥),085-004,36.30824343,139.5540093
免鳥342,免鳥町496,免鳥町(免鳥),085-005,36.30931422,139.5456802
免鳥339,免鳥町498,免鳥町(免鳥),085-006,36.30948417,139.5443955
免鳥341,免鳥町498,免鳥町(免鳥),085-007,36.30944479,139.5451052
免鳥192,免鳥町533-2,免鳥町(免鳥),085-008,36.31084887,139.545774
免鳥144,免鳥町542-2,免鳥町(免鳥),085-009,36.31062472,139.5474661
免鳥196,免鳥町548-6,免鳥町(免鳥),085-010,36.3117846,139.5487598
免鳥322,免鳥町592-2,免鳥町(免鳥),085-011,36.30744915,139.5480987
免鳥357,免鳥町598,免鳥町(免鳥),085-012,36.30770834,139.5482797
免鳥045,免鳥町601,免鳥町(免鳥),085-013,36.30692091,139.5474176
免鳥044,免鳥町603,免鳥町(免鳥),085-014,36.30686201,139.5468687
免鳥046,免鳥町607,免鳥町(免鳥),085-015,36.30699452,139.5479703
免鳥047,免鳥町607,免鳥町(免鳥),085-016,36.3066326,139.5479854
免鳥512,免鳥町609,免鳥町(免鳥),085-017,36.30647371,139.5487061
免鳥048,免鳥町614,免鳥町(免鳥),085-018,36.30628345,139.5479874
免鳥509,免鳥町622,免鳥町(免鳥),085-019,36.30562796,139.5486329
